Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Caro Francesco , dopo la tua lettera , non voglio chiederti : come stai , perché ho sentito , che sei contenta , anchio sono !	anchio	113	119	anch'io	anch'io	y
Ho finito l' università - devo scrivere i miei thesi , ma non ci sono di corsi più , finalmente ! Anche con il lavoro , tutto va bene .	thesi	47	52	tesi	tesi	y
Questo teatro , dove ho trovato il mio posto , é molto carino .	é	47	48	è	è	y
É piccolo , non é il Teatro Nazionale , ma per l' inizio secondo me é perfetto .	É	0	1	D	È	n
É piccolo , non é il Teatro Nazionale , ma per l' inizio secondo me é perfetto .	é	16	17	è	è	y
É piccolo , non é il Teatro Nazionale , ma per l' inizio secondo me é perfetto .	é	68	69	è	è	y
Pero come Paolo guadagna abbastanza soldi , non c' è dovrebbe essere un problema .	Pero	0	4	Ero	Però	n
Ho una amiga che lavora in un ufficio dove se traduce sopratutto le lettere oppure diversi articoli in diverse lingue .	amiga	7	12	amica	amica	y
Se vuoi , la chiedo , perodevi dirmi quale lingue preferisci .	perodevi	22	30	perdevi	però	n
Si , fai bene di lavorare un po' , prima che iscrivi à l' università cosi puoi anche guadagnare i soldi .	Si	0	2	Si	Sì	n
Si , fai bene di lavorare un po' , prima che iscrivi à l' università cosi puoi anche guadagnare i soldi .	à	53	54	e	all'	n
Si , fai bene di lavorare un po' , prima che iscrivi à l' università cosi puoi anche guadagnare i soldi .	l'	55	57	l'	all'	n
Si , fai bene di lavorare un po' , prima che iscrivi à l' università cosi puoi anche guadagnare i soldi .	cosi	69	73	così	così	y
Non è grave , se son hai ancora le idee chiare , sei ancora giovane e hai tempo di pensarci un po' cosa vuoi fare .	son	17	20	non	non	y
Quindi , nell albergo " Stella " a Città Y cercano personale , manda il tuo curriculum , sono sicura che ti hanno un lavoro .	nell	9	13	nell'	nell'	y
Forse ho un' idea cosa potresti fare per avere un podi soldi .	podi	50	54	poi	po'	n
Mia Mamma vuole aprire una yoghurteria in città , e sta cercando qualcuno per aiutarla per il periodo ottobre fino maggio .	Mamma	4	9	mamma	mamma	y
Fammi sapere spesso , così lo posso dire alla Mamma : - ) .	Mamma	46	51	mamma	mamma	y
Credo anche che ti devi iscrivire all' Università , perchè questo era sempre il tuo sogno !	Università	39	49	università	università	y
La mia situazione professionale e un po noioso .	po	37	39	po	po'	n
Ho pensato , che tu potresti venire da me e stare da me per forsè due o tre mesi .	forsè	60	65	farsi	forse	n
Cosi restavo a casa i ultimi 6 mesi , per arrangiarmi , trovarmi nella nuova situazione con la piccola .	Cosi	0	4	Cosa	Così	n
Magari lì puo essere un po più interessante per te .	po	24	26	po	po'	n
Aspetto la tua risposta e àpresto .	àpresto	26	33	presto	a	n
Io vorrei qualche , che ricordarvi sempre di amore , di confidenzà , e un po di me .	confidenzà	56	66	confidenza	confidenza	y
Io vorrei qualche , che ricordarvi sempre di amore , di confidenzà , e un po di me .	po	74	76	po	po'	n
Inoltre io colgo l' occasione di invitarvi per una settimana nellà piccola città se avrete un po tempo dopo di tornare dal vostro viaggio .	nellà	61	66	nella	nella	y
Inoltre io colgo l' occasione di invitarvi per una settimana nellà piccola città se avrete un po tempo dopo di tornare dal vostro viaggio .	po	94	96	po	po'	n
Aspetto il vostro risposto , se avete un po tempo per scrivere .	po	41	43	po	po'	n
Ti baco Maria	baco	3	7	bacio	bacio	y
Spero che il vostro matrimonio sarà contento e che non finische mai .	finische	55	63	finisce	finisce	y
Vorrei comprarvi un bel regalo , cosi potreste inviare una lista del regalo che vorreste ?	cosi	33	37	così	cosi	n
A 20 Novembre mio fratello fa il suo compleanno .	Novembre	5	13	novembre	novembre	y
Beatrice , tu mi hai detto una volta che ti piace andare a Verona à l operà -unreadable - attuale .	à	66	67	e	all'	n
Beatrice , tu mi hai detto una volta che ti piace andare a Verona à l operà -unreadable - attuale .	l	68	69	l'	all'	n
Beatrice , tu mi hai detto una volta che ti piace andare a Verona à l operà -unreadable - attuale .	operà	70	75	opera	opera	y
Conosco Verona cosi bene e posso consigliare un albergo carino specialmente per una coppia matrimoniale .	cosi	15	19	così	così	y
Ho già un impegno il 20 Novembre , ma fortunamente posso cambiarlo .	Novembre	24	32	novembre	novembre	y
È anche una possibilita di vedere vecchi amici .	possibilita	12	23	possibilità	possibilità	y
Mah ho una domanda vorrei sapere cosa posso regalare per il matrimonio .	Mah	0	3	Ma	Ma	y
Sentite , per il 20 Novembre , ho provato a trovare qualcuno che fa qualcosa con i bambini .	Novembre	20	28	novembre	novembre	y
Per il regalo del Matrimonio , avete bisogno di qualcosa speciale ?	Matrimonio	18	28	matrimonio	matrimonio	y
O i soldi per le vacanze che avete organizato ?	organizato	35	45	organizzato	organizzato	y
Que buona idea di imparare a cucinare .	Que	0	3	Qui	Che	n
A me mi piace d' appertutto la cucina tailandese perchè è molto semplice da fare ed è una cucina sana .	d'	14	16	l'	dappertutto	n
A me mi piace d' appertutto la cucina tailandese perchè è molto semplice da fare ed è una cucina sana .	appertutto	17	27	appetito	dappertutto	n
A me mi piace d' appertutto la cucina tailandese perchè è molto semplice da fare ed è una cucina sana .	perchè	49	55	perché	perché	y
Tu eri bravo nella scoula tutti nella tua vita .	scoula	19	25	scuola	scuola	y
Ho lavorato nel' albergo " Albergo X per sei mesi .	nel'	12	16	nell'	nell'	y
Probabilmente io posso chiedere informatione se tu puoi lavorare ci .	informatione	32	44	informazione	informazione	y
Ho lavato i piatti e quache volte ho pulito la ristorante dopo chiuso .	quache	21	27	quante	qualche	n
A dire la verita non mi piace , così io trovo un nuovo lavoro .	verita	10	16	verità	verità	y
Noi parliamo qualche lingua e cosi l' albergo in cui lavoreremo potrò fortunate .	cosi	30	34	così	così	y
Se ti piace la mia idea noi dobbiamo trovare un altro albergo e non possiamo lavorare nel' albergo Albergo X .	nel'	86	90	nell'	nell'	y
Attualmente sto imparando l' Italiano , vorrei fare un esame linguistico , con cui vorrei trovare altro lavoro dopo la pausa .	Italiano	29	37	italiano	italiano	y
Come ti ho spiegato al telefono , pecato la dità per cui ho lavorato 18 anni cudeva pocchi mesi fa .	pecato	34	40	peccato	peccato	y
Come ti ho spiegato al telefono , pecato la dità per cui ho lavorato 18 anni cudeva pocchi mesi fa .	dità	44	48	dita	ditta	n
Come ti ho spiegato al telefono , pecato la dità per cui ho lavorato 18 anni cudeva pocchi mesi fa .	cudeva	77	83	vedeva	chiudeva	n
Come ti ho spiegato al telefono , pecato la dità per cui ho lavorato 18 anni cudeva pocchi mesi fa .	pocchi	84	90	pochi	pochi	y
Secondo lavoro forze ti potrei aiutare .	forze	15	20	forse	forse	y
Vicino a casa mia si trova il mondo di cristallo , è la dità Ditta X .	dità	56	60	dita	ditta	n
Cosi potrei lavorare qualche mesi , e decidere come va avanti in autuno .	Cosi	0	4	Cosa	Così	n
Cosi potrei lavorare qualche mesi , e decidere come va avanti in autuno .	autuno	65	71	futuro	autunno	n
Se hai interesse dimmi subito , vado li per parlare la persone responsabile .	li	37	39	lì	lì	y
Per il tuo lavoro penso che tu possa trovare un posto in un Albergo o anche come guida turistica .	Albergo	60	67	albergo	abergo	n
Chiederò al Albergo in fronte della mia casa , se abbiano posti liberi .	Albergo	12	19	albergo	albergo	y
Lunedi prossimo riprenderò il lavoro .	Lunedi	0	6	Lunedì	Lunedì	y
Sono molto contenta perchè sarà meno difficile di rispondere al telefono in francese o anche di scrivere le lettere .	perchè	20	26	perché	perché	y
A desso ti puoi risposare un momento in attesa di un lavoro .	A	0	1	A	Adesso	n
A desso ti puoi risposare un momento in attesa di un lavoro .	desso	2	7	adesso	Adesso	n
All ufficio tutto va bene .	All	0	3	All	All'	n
Tanti saluti , un abraccio e a presto Maria	abraccio	18	26	abbraccio	abbraccio	y
Al tuo posto continuerei studiare le lingue all' università per fare una professione nel settore delle traducione .	traducione	103	113	traduzione	traduzione	y
Trovo meglio se continui con gli studi linguistici all università .	all	51	54	all'	all'	y
Il lavoro è interessante , il capo e i colleghi sono simpathici e lo stipendio e anche bene .	simpathici	53	63	simpatico	simpatici	n
Il lavoro è interessante , il capo e i colleghi sono simpathici e lo stipendio e anche bene .	e	79	80	e	è	n
Nel tempo libero , faccio sempre la dansa classica due volte alla settimana e vado al corso d' italiano il mercoledi - allora niente novità !	mercoledi	107	116	mercoledì	mercoledì	y
Che ne pensi di una agencia di viaggio o al ufficio di una ditta internationale ?	agencia	20	27	agenzia	agenzia	y
Che ne pensi di una agencia di viaggio o al ufficio di una ditta internationale ?	internationale	65	79	internazionale	internazionale	y
Grazie per mandare il tuo curriculum presto , perchè cosi se qualcuno è interessato , ho già qualcosa in mano .	perchè	46	52	perché	perché	y
Grazie per mandare il tuo curriculum presto , perchè cosi se qualcuno è interessato , ho già qualcosa in mano .	cosi	53	57	così	così	y
Puoi lavorare qui dal inizio d' aprile all fino del maggio .	all	39	42	alle	al	n
Allora possiamo viaggiare dall giugnio all settembre .	dall	26	30	dal	dal	y
Allora possiamo viaggiare dall giugnio all settembre .	giugnio	31	38	giugno	giugno	y
Allora possiamo viaggiare dall giugnio all settembre .	all	39	42	al	al	y
All ventisei di ottobre cominciano i miei studi universitari a Città Y , dove studiarei l' economia .	All	0	3	All	Al	n
Caro Francesco , inseguito vorrei rispondere la tua lettera , che mi ha fatto felice .	inseguito	17	26	Inseguito	in seguito	n
Mi piace che tu hai preso (la tua ) maturità linguistica , perchè questo devo fare nelle prossime settimane .	perchè	59	65	perché	perché	y
Penso che la sua idea di trovare un lavoro sia fantastica , perchè così puoì ricevere i soldi , improvare la tua lingua e fare qualcosa con senso .	perchè	60	66	perché	perché	y
Penso che la sua idea di trovare un lavoro sia fantastica , perchè così puoì ricevere i soldi , improvare la tua lingua e fare qualcosa con senso .	puoì	72	76	puoi	puoi	y
Anche se era difficile , sapevo che tu l' ha superato , perchè sei bene nelle lingue .	perchè	56	62	perché	perché	y
Li ho visto Milano che mi piace molto .	Li	0	2	Li	Lì	n
Sono molto forte in inglese , italiano e tedesco , perchè mi piaceono le lingue .	perchè	51	57	perché	perché	y
Sono molto forte in inglese , italiano e tedesco , perchè mi piaceono le lingue .	piaceono	61	69	piacciono	piacciono	y
Poi , vado in un paese sconosciuto , forse " Australia " , perchè mi piace la natura e la lingua .	perchè	59	65	perché	perché	y
O vado a Italia per un' anno , no lo so ancora .	un'	20	23	un	un	y
Poi devi deciderti , se vuoi andare all' università o non , ma non vorrei andare all' università , perchè sono tre o più anni di imparare !	perchè	99	105	perché	perché	y
Perchè tu devi andare al lavoro ogni giorno e devi tolerare i condizioni e gli esercizi .	Perchè	0	6	Perché	Perché	y
Concluendo posso dire che la maturità linguistica è un svantaggio grande , perchè puoi parlare con gli uomini di altre paese e puoi vendere o comprare cose internazionalmente .	perchè	75	81	perché	perché	y
Ho solamente fatto un proposto , non devi accettare questo proposto , perchè è la mia opinione .	perchè	70	76	perché	perché	y
Penso che un lavoro , che ti accompagni tutto la tua vità , ti deve piacere .	vità	53	57	vita	vita	y
Inoltrè il tempo qui faceva buono la settimana scorsa ; così ho spesso giocato il calcio con i miei amici o andato in biciletta .	Inoltrè	0	7	Inoltre	Inoltre	y
Relativo alla tua domanda : Ho sentito che un albergo nuovo cerci una persona per fare le spese ecetera .	cerci	60	65	cerco	cerchi	n
Relativo alla tua domanda : Ho sentito che un albergo nuovo cerci una persona per fare le spese ecetera .	ecetera	96	103	estera	eccetera	n
Credo che sia veramente meglio di fare un lavoro dopo la maturità , perche tu vedi com' è lavoro !	perche	68	74	perché	perché	y
A Città Y ho trovato i novi amici .	novi	23	27	nuovi	nuovi	y
Io non ho preso (ancora ) la maturita linguistica .	maturita	29	37	maturità	maturità	y
Anch' io non so ancora che cosa voglio studiare all' Università così ho deciso di andare per un' anno all' estero come ragazza alla pari : Mi hai chiesto se conosco qualcuno che sta cercando pesonale da assumere ?	un'	93	96	un	un	y
Un' amico dei miei genitori lavora in un' albergo vicino a Città X .	Un'	0	3	Un	Un amico	n
Un' amico dei miei genitori lavora in un' albergo vicino a Città X .	un'	38	41	un	un	y
Lui mi ha chiesto due settimane fa se voglio aiutargli perchè stanno cercando uno che può aiutare a lavorare al bar dell' albergo .	perchè	55	61	perché	perché	y
Spero che l' esame non erà molto difficile oppure spossato .	erà	23	26	era	era	y
Nell' ultimo periodo ho imperato tutti i giorni , perchè scriverò molte l' esame nel (giorni ) mesi seguenti e poi vuole fare la maturità anche .	perchè	50	56	perché	perché	y
Penso che abbia all' Università e migliore perchè puoi studiare tanti materie e poi trovi un lavoro che ti piace molto .	e	32	33	è	è	y
Penso che abbia all' Università e migliore perchè puoi studiare tanti materie e poi trovi un lavoro che ti piace molto .	perchè	43	49	perché	perché	y
Forse i tuoi genitori paghano lo studio o i parenti .	paghano	22	29	pagano	pagano	y
Se glilo non paghano devi lavorare in una ditta nel tempo libero .	glilo	3	8	glielo	glielo	y
Se glilo non paghano devi lavorare in una ditta nel tempo libero .	paghano	13	20	pagato	pagano	n
Ci sono bellismmi universitari che offrono diversi materie -symbol- e gli studenti e i proffessori sono molto gentile .	proffessori	87	98	professori	professori	y
Nell' ultimo periodo ho studiato duramente , perchè io farò la mia maturità quest' anno , che sarà molto difficile .	perchè	45	51	perché	perché	y
Puoi viaggiare a Germania per studiare tedesco , perchè sei così interessti in altre lingue .	perchè	49	55	perché	perché	y
Spero che la mia maturità sarà così buona come la tua materità !	materità	54	62	materia	maturità	n
Trovare un lavoro o iscriverti all Università è una domanda , che è importante per la tua vita .	all	31	34	all'	all'	y
Trovare un lavoro o iscriverti all Università è una domanda , che è importante per la tua vita .	Università	35	45	università	università	y
Nel tempo scorso devo studiare moltissimo nell' università , ma la mia insegnante é sempre gentile con noi e ho trovato alcuni amici .	é	82	83	è	è	y
Per questo ti consiglio di studiare in questa citta , che é grande , antica e molto interessante .	citta	46	51	città	città	y
Per questo ti consiglio di studiare in questa citta , che é grande , antica e molto interessante .	é	58	59	è	è	y
Il suo numero del telefono é 0345-11111111 .	é	27	28	e	è	n
Penso , che questa stanza é perfetta per te .	é	26	27	è	è	y
Adesso cambiamo il temà : Magari puoi aiutarmi a trovare una soluzione per il mio futuro .	temà	19	23	tema	tema	y
Ho avuto molto da fare perchè l' esame erano difficile .	perchè	23	29	perché	perché	y
Lavorare è una bella idea perchè riceveresti molti soldi ma studiare all' Università è una possibilità per incontrare nuovi amici con chi puoi avere molta gioia .	perchè	26	32	perché	perché	y
C' è una decizione molta importante !	decizione	9	18	decisione	decisione	y
Quindi ho trovato un' albergho che cerca personale .	albergho	22	30	albergo	albergo	y
Dato che l' albergho è vicino alla mia casa puoi visitarme e andiamo nuotare o altre attività !	albergho	12	20	albergo	albergo	y
