Sentence	initial_word	start_index	end_index	our_correction	gold_correction	ours_is_correct
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	Zeit	63	67	Zeit	Vollzeitarbeit	n
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	Arbeit	68	74	arbeite	Vollzeitarbeit	n
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	hilfe	217	222	Hilfe	Hilfe	y
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	wohnungmit	238	248	Wohnung	Wohnung	y
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	gunstig	249	256	günstige	günstig	n
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	nechst	275	281	nächst	nächsten	n
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	monat	286	291	Monat	Monat	y
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	dank	299	303	Dank	Dank	y
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	lesen	308	313	leben	Lesen	n
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	briefe	320	326	Briefe	Brief	n
Hallo Ingo , Am letzte freitag suche ich im internet eine voll Zeit Arbeit , dann habe ich gute Arbeit gefunden Aber das ich finde wohnung muss die große von das wohnung 80 Q.meter mit meine familei , ich bitte deine hilfe für eine große wohnungmit gunstig Preis ich brauche nechst ein monat vielen dank für lesen meine briefe viel Grüße Friedrich	viel	327	331	Viele	Viele	y
Ich bin schon sehr frog , Meine neue arbeit ist ganz toll und Neuburg ist einer shöne stadt , aber Ich braughe Ihre helfe .	arbeit	37	43	Arbeit	Arbeit	y
Ich bin schon sehr frog , Meine neue arbeit ist ganz toll und Neuburg ist einer shöne stadt , aber Ich braughe Ihre helfe .	shöne	80	85	schöne	schöne	y
Ich bin schon sehr frog , Meine neue arbeit ist ganz toll und Neuburg ist einer shöne stadt , aber Ich braughe Ihre helfe .	stadt	86	91	Stadt	Stadt	y
Ich bin schon sehr frog , Meine neue arbeit ist ganz toll und Neuburg ist einer shöne stadt , aber Ich braughe Ihre helfe .	Ich	99	102	ich	ich	y
Ich bin schon sehr frog , Meine neue arbeit ist ganz toll und Neuburg ist einer shöne stadt , aber Ich braughe Ihre helfe .	braughe	103	110	brauche	brauche	y
Ich bin schon sehr frog , Meine neue arbeit ist ganz toll und Neuburg ist einer shöne stadt , aber Ich braughe Ihre helfe .	helfe	116	121	helle	Hilfe	n
Ich have eine Woche für einen neue wohnung finden Könntest du mir helfen ?	wohnung	35	42	Wohnung	Wohnung	y
Ich suche bei dem Wohnungssuche aber Ich weise nicht welche straße ist besser für leben .	Ich	37	40	ich	ich	y
Ich suche bei dem Wohnungssuche aber Ich weise nicht welche straße ist besser für leben .	straße	60	66	Strafe	Straße	n
Ich suche bei dem Wohnungssuche aber Ich weise nicht welche straße ist besser für leben .	leben	82	87	Leben	Leben	y
Ich braughe nicht einen größewohnung aber gäfell mir einen Helle mit größen Fernstem und mit einem modernen bad .	braughe	4	11	brauche	brauche	y
Ich braughe nicht einen größewohnung aber gäfell mir einen Helle mit größen Fernstem und mit einem modernen bad .	gäfell	42	48	gell	gefällt	n
Ich braughe nicht einen größewohnung aber gäfell mir einen Helle mit größen Fernstem und mit einem modernen bad .	Helle	59	64	Zelle	helle	n
Ich braughe nicht einen größewohnung aber gäfell mir einen Helle mit größen Fernstem und mit einem modernen bad .	Fernstem	76	84	ernstem	Fenstern	n
Ich braughe nicht einen größewohnung aber gäfell mir einen Helle mit größen Fernstem und mit einem modernen bad .	bad	108	111	Bad	Bad	y
Wie ist deine lebe ... ?	lebe	14	18	liebe	Leben	n
Erzhalt mir .	Erzhalt	0	7	Erhalt	Erzähl	n
Ich bin suchen Wohnung in Neuburg , ich habe eine neuen Arbait gefunden .	Arbait	56	62	Arbeit	Arbeit	y
Ich habe wenig geld .	geld	15	19	Geld	Geld	y
Ich suche auch eine Zentrum Lage , oder vielleicht in der nähe von einem Park .	nähe	58	62	Nähe	Nähe	y
Wiel ich sparzieren gehen möchte .	Wiel	0	4	Ziel	Weil	n
Wiel ich sparzieren gehen möchte .	sparzieren	9	19	spazieren	spazieren	y
Ich bin fröh , dass wir uns in bald mehr off können treffen .	fröh	8	12	froh	froh	y
Viel Dank in Vorauss , Julia	Vorauss	13	20	voraus	Voraus	n
Liebe Ingo , Ich hoffe alles gute mit dir .	Ich	13	16	Ich	ich	n
Ich habe ein groß Naricht Für dich !	Naricht	18	25	Nacht	Nachricht	n
Ich habe ein groß Naricht Für dich !	Für	26	29	für	für	y
So , Ich brauche eine Wohnung dar .	Ich	5	8	ich	ich	y
So , Ich brauche eine Wohnung dar .	dar	30	33	war	da	n
Könntest du mir hilfen ?	hilfen	16	22	helfen	helfen	y
Die Wohnungssuche ist trotzdem ganz Kompliziert von hier .	Kompliziert	36	47	kompliziert	kompliziert	y
Könntest du bitte eine paar Wohnung Für mich besuchen ?	Für	36	39	für	für	y
Ich wollte gern eine DachWohnung mit 2 Zimmer .	DachWohnung	21	32	Wohnung	Dachwohnung	n
Bis Bald , Viele Grüße , Katharina	Bald	4	8	bald	bald	y
Ich habe eine Arbeit in Neuburg gefunden un in zwei Monaten muss ich mit der neuen Job anfangen .	un	41	43	und	und	y
Also , ich brauche eine Wohnung in Mai und vielleicht du könntest mir bei meine wohnungssuche helfen ?	wohnungssuche	80	93	wohnungsnahe	Wohnungssuche	n
Es soll nicht teuer sein und ich würde gern die von Privat mieten .	Privat	52	58	privat	privat 	n
2012.03.8 liebe Ingo , wie geht es dir Ich hoffe alles Famille sind gut Ich will was sagen endlich habe ich eine Arbeite in Neuburg gefunden Deshalb brauche ich eine Wohnung in Neuburg nächst monate aber nicht groß sein und nicht weit bitte Ich weiß nicht kannst mir helfen oder hast du kein Zeit .	Famille	55	62	Familie	Familie	y
2012.03.8 liebe Ingo , wie geht es dir Ich hoffe alles Famille sind gut Ich will was sagen endlich habe ich eine Arbeite in Neuburg gefunden Deshalb brauche ich eine Wohnung in Neuburg nächst monate aber nicht groß sein und nicht weit bitte Ich weiß nicht kannst mir helfen oder hast du kein Zeit .	monate	192	198	Monaten	Monate	n
bitte wenn Zeit hat Rufe mich an Ich warte auf dich bitte .	Rufe	20	24	Ruf	rufe	n
Am nachmittag muss sie einkaufen .	nachmittag	3	13	Nachmittag	Nachmittag	y
Könntst du mir bitte helfen , und eine gruße Wohnung finden .	gruße	39	44	große	große	y
1.7.2012 anfangen muss liebe Grüeße Friedrich	Grüeße	29	35	Grüße	Grüße	y
Ich vermese dich Hast du ein Arbeit gevunden Oder noch nicht ?	vermese	4	11	verlese	vermisse	n
Ich vermese dich Hast du ein Arbeit gevunden Oder noch nicht ?	gevunden	36	44	gefunden	gefunden	y
Ich vermese dich Hast du ein Arbeit gevunden Oder noch nicht ?	Oder	45	49	der	oder	n
Ich muss meine Wohnung um ziehen in Neuburg Weil habe Ich ein Arbeit gefunden und ich bin Glüglich .	um	23	25	im	umziehen	n
Ich muss meine Wohnung um ziehen in Neuburg Weil habe Ich ein Arbeit gefunden und ich bin Glüglich .	ziehen	26	32	ziehen	umziehen	n
Ich muss meine Wohnung um ziehen in Neuburg Weil habe Ich ein Arbeit gefunden und ich bin Glüglich .	Weil	44	48	Teil	weil	n
Ich muss meine Wohnung um ziehen in Neuburg Weil habe Ich ein Arbeit gefunden und ich bin Glüglich .	Ich	54	57	ich	ich	y
Ich muss meine Wohnung um ziehen in Neuburg Weil habe Ich ein Arbeit gefunden und ich bin Glüglich .	Glüglich	90	98	glücklich	glücklich	y
Kannst du bitter mir helfen Weil habe ich Viel Sachen und muss Ich am 01.04.2012 Arbeiten und ich habe vinger Zeit und Soll ich am 15.03.2012 alle meine Sache raus .	bitter	10	16	bitte	bitte	y
Kannst du bitter mir helfen Weil habe ich Viel Sachen und muss Ich am 01.04.2012 Arbeiten und ich habe vinger Zeit und Soll ich am 15.03.2012 alle meine Sache raus .	Weil	28	32	weil	weil	y
Kannst du bitter mir helfen Weil habe ich Viel Sachen und muss Ich am 01.04.2012 Arbeiten und ich habe vinger Zeit und Soll ich am 15.03.2012 alle meine Sache raus .	Viel	42	46	viel	viel	y
Kannst du bitter mir helfen Weil habe ich Viel Sachen und muss Ich am 01.04.2012 Arbeiten und ich habe vinger Zeit und Soll ich am 15.03.2012 alle meine Sache raus .	Ich	63	66	sich	ich	n
Kannst du bitter mir helfen Weil habe ich Viel Sachen und muss Ich am 01.04.2012 Arbeiten und ich habe vinger Zeit und Soll ich am 15.03.2012 alle meine Sache raus .	Arbeiten	81	89	arbeiten	arbeiten	y
Kannst du bitter mir helfen Weil habe ich Viel Sachen und muss Ich am 01.04.2012 Arbeiten und ich habe vinger Zeit und Soll ich am 15.03.2012 alle meine Sache raus .	Soll	119	123	soll	soll	y
Ich viel Stress Ich Vermesse dich , und vielen dank Julia	Vermesse	20	28	vermesse	vermisse	n
Ich viel Stress Ich Vermesse dich , und vielen dank Julia	dank	47	51	Dank	Dank	y
Ich möchte nur ein mal in Neuburg die Wohnungen besichtigen , vielleich im Juni .	vielleich	62	71	vielleicht	vielleicht	y
Grüß , deine Maria	Grüß	0	4	Grüße	Gruß	n
Ich brauche eine Wohnung dass ist mindestens 120 m ² , weil ich eine Größe Familien haben .	Größe	69	74	Größe	große	n
Am September 5 , möchte Ich nach Neuburg umziehen .	Ich	24	27	ich	ich	y
Ich brauche eine große wohnung , ca 100m ² mit Balkon , und kuche .	wohnung	23	30	Wohnung	Wohnung	y
Ich brauche eine große wohnung , ca 100m ² mit Balkon , und kuche .	kuche	60	65	suche	Küche	n
Meine Lieber Ingo : Ich brauche eine neue Wohnung in Neuburg .	Lieber	6	12	Liebe	lieber	n
Lieber Ingo , konntest du E-Mail Atworten .	Atworten	33	41	antworten	antworten	y
Lieber Ingo , Wie geht dir ?	Wie	14	17	Wie	wie	n
Muss du Helfen mir .	Helfen	8	14	helfen	helfen	y
Ich habe Große Wohnung 4 Zimmer , Kuche , Toilete und Balkon , bis 750 € warm .	Große	9	14	große	große	y
Ich habe Große Wohnung 4 Zimmer , Kuche , Toilete und Balkon , bis 750 € warm .	Kuche	34	39	Küche	Küche	y
Ich habe Große Wohnung 4 Zimmer , Kuche , Toilete und Balkon , bis 750 € warm .	Toilete	42	49	Toilette	Toilette	y
Suchst du Wohnung haustiere auch .	haustiere	18	27	haussieren	Haustiere	n
Vielen Grüssen deine Eva	Grüssen	7	14	Grüßen	Grüße	n
Stadt X. 26-4-12 Liber Jens du bist glücklish wie get es das Beby michael ?	Liber	17	22	Libero	Lieber	n
Stadt X. 26-4-12 Liber Jens du bist glücklish wie get es das Beby michael ?	get	50	53	geht	geht	y
Stadt X. 26-4-12 Liber Jens du bist glücklish wie get es das Beby michael ?	Beby	61	65	Baby	Baby	y
Stadt X. 26-4-12 Liber Jens du bist glücklish wie get es das Beby michael ?	michael	66	73	Michael	Michael	y
Ich hofe vile Gruße wie get es der Muttr das Beby ?	hofe	4	8	Hoffe	hoffe	n
Ich hofe vile Gruße wie get es der Muttr das Beby ?	vile	9	13	Viele	Viele	y
Ich hofe vile Gruße wie get es der Muttr das Beby ?	get	24	27	geht	geht	y
Ich hofe vile Gruße wie get es der Muttr das Beby ?	Muttr	35	40	Autor	Mutter	n
Ich hofe vile Gruße wie get es der Muttr das Beby ?	Beby	45	49	Baby	Baby	y
Ich wünsche vile Glük Liber Gruße Friedrich	vile	12	16	viel	viel	y
Ich wünsche vile Glük Liber Gruße Friedrich	Glük	17	21	Glück	Glück	y
Ich wünsche vile Glük Liber Gruße Friedrich	Liber	22	27	Liter	Liebe	n
Und wie heisst das Kind .	heisst	8	14	heimst	heißt	n
wie geht deine Frau ?	wie	0	3	Wie	Wie	y
Ich offe alles ist gut !	offe	4	8	Hoffe	hoffe	n
Ich wünsche Euch ein gut , und viel glück Liebe Grüße .	glück	36	41	Glück	Glück	y
Stadt X , 26,04,12 Lieber Jens , Ich hörren er Vater ist geworden .	Ich	33	36	Ich	ich	n
Stadt X , 26,04,12 Lieber Jens , Ich hörren er Vater ist geworden .	hörren	37	43	hören	hören	y
Was ist die Babys name ?	name	18	22	Name	Name	y
Schreiben Sie am e-mail schnell .	e-mail	17	23	Mail	E-Mail	n
We gehts sie est ?	We	0	2	Weg	Wie	n
Ich hope ALLes clan .	ALLes	9	14	alles	alles	y
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	Herlisch	31	39	Heroisch	Herrlich	n
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	Glük	40	44	Glück	Glück	y
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	kinder	49	55	Kinder	Kinder	y
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	baby	72	76	Baby	Baby	y
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	Get	81	84	et	geht	n
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	frau	93	97	Frau	Frau	y
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	Vile	112	116	File	Viele	n
Stadt X 26.04.2012 Lieber Jens Herlisch Glük für kinder , wie ist namem baby wie Get ´s dein frau und ihr Babys Vile Grüse Friedrich Müller	Grüse	117	122	Grüße	Grüße	y
Lieber Frend !	Frend	7	12	Freund	Freund	y
Babys ist meinlich oder vellicht ?	meinlich	10	18	männlich	männlich	y
Stadt X 26.4.12 Miene Liebe frau . "	Miene	16	21	Miete	Meine	n
Stadt X 26.4.12 Miene Liebe frau . "	Liebe	22	27	liebe	liebe	y
Stadt X 26.4.12 Miene Liebe frau . "	frau	28	32	Frau	Frau	y
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	Wieget	0	6	Widget	Wie geht	n
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	houte	11	16	heute	heute	y
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	disch	27	32	dich	dich	y
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	Wieget	33	39	Wiegt	Wie geht	n
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	Wieget	64	70	Wiegt	Wie geht	n
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	mutter	75	81	Mutter	Mutter	y
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	houte	100	105	heute	heute	y
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	Ich	106	109	sich	ich	n
Wieget dir houte ich liebe disch Wieget bei babys des Bays gett Wieget die mutter bei baby affpasen houte Ich Schribe ain brief vor dich viel im durch kus ... hast du gegeben houte !	Schribe	110	117	schreibe	schreibe	y
